epoch,batch,loss,accuracy,batch_size
0,0,0.1374649703502655,0.98,50
0,1,0.08621692657470703,1.0,50
0,2,0.13321229815483093,0.98,50
0,3,0.10601548850536346,0.98,50
0,4,0.06624870002269745,1.0,50
0,5,0.07086600363254547,1.0,50
0,6,0.11297737807035446,0.96,50
0,7,0.09776456654071808,1.0,50
0,8,0.08504587411880493,0.98,50
0,9,0.12452712655067444,0.94,50
0,10,0.10674311965703964,0.98,50
0,11,0.09216724336147308,1.0,50
0,12,0.0832536518573761,1.0,50
0,13,0.058618515729904175,1.0,50
0,14,0.0941285714507103,0.96,50
0,15,0.03986009955406189,1.0,50
0,16,0.05286521837115288,0.98,50
0,17,0.0546872578561306,1.0,50
0,18,0.04041169956326485,1.0,50
0,19,0.052973970770835876,0.98,50
0,20,0.09869847446680069,0.98,50
0,21,0.06691386550664902,0.9565217391304348,46
1,0,0.011324587278068066,1.0,50
1,1,0.004987554624676704,1.0,50
1,2,0.015940556302666664,1.0,50
1,3,0.010611500591039658,1.0,50
1,4,0.0072417594492435455,1.0,50
1,5,0.016376987099647522,1.0,50
1,6,0.01503879576921463,1.0,50
1,7,0.014761867932975292,1.0,50
1,8,0.004973120521754026,1.0,50
1,9,0.0056206705048680305,1.0,50
1,10,0.006922049447894096,1.0,50
1,11,0.008488040417432785,1.0,50
1,12,0.010955304838716984,1.0,50
1,13,0.006258487701416016,1.0,50
1,14,0.007184228859841824,1.0,50
1,15,0.0035573767963796854,1.0,50
1,16,0.0083674481138587,1.0,50
1,17,0.005540098994970322,1.0,50
1,18,0.0036664390936493874,1.0,50
1,19,0.0023369884584099054,1.0,50
1,20,0.0033847331069409847,1.0,50
1,21,0.0033580013550817966,1.0,46
2,0,0.005642986390739679,1.0,50
2,1,0.0014299583854153752,1.0,50
2,2,0.002772374078631401,1.0,50
2,3,0.0019116163020953536,1.0,50
2,4,0.0013922118814662099,1.0,50
2,5,0.0029864502139389515,1.0,50
2,6,0.001478595775552094,1.0,50
2,7,0.0020259381271898746,1.0,50
2,8,0.0016413212288171053,1.0,50
2,9,0.0028311824426054955,1.0,50
2,10,0.0023299597669392824,1.0,50
2,11,0.0012918662978336215,1.0,50
2,12,0.0017253970727324486,1.0,50
2,13,0.0015291405143216252,1.0,50
2,14,0.0021769667509943247,1.0,50
2,15,0.006232128012925386,1.0,50
2,16,0.0058061410672962666,1.0,50
2,17,0.001456785248592496,1.0,50
2,18,0.0019069957779720426,1.0,50
2,19,0.00213312148116529,1.0,50
2,20,0.0028559542261064053,1.0,50
2,21,0.00163036840967834,1.0,46
3,0,0.0017397021874785423,1.0,50
3,1,0.0019111824221909046,1.0,50
3,2,0.0017891597235575318,1.0,50
3,3,0.001037273439578712,1.0,50
3,4,0.002101459540426731,1.0,50
3,5,0.0017982864519581199,1.0,50
3,6,0.0015103054465726018,1.0,50
3,7,0.0011730623664334416,1.0,50
3,8,0.001382913556881249,1.0,50
3,9,0.0009929847437888384,1.0,50
3,10,0.001284475321881473,1.0,50
3,11,0.002311878139153123,1.0,50
3,12,0.0012555980356410146,1.0,50
3,13,0.0014380455249920487,1.0,50
3,14,0.001278457697480917,1.0,50
3,15,0.0013065147213637829,1.0,50
3,16,0.0020319747272878885,1.0,50
3,17,0.0021254252642393112,1.0,50
3,18,0.0010345649207010865,1.0,50
3,19,0.0009336567018181086,1.0,50
3,20,0.0009396171662956476,1.0,50
3,21,0.0023674757685512304,1.0,46
4,0,0.0012320232344791293,1.0,50
4,1,0.000790233607403934,1.0,50
4,2,0.0007499217754229903,1.0,50
4,3,0.0007205868023447692,1.0,50
4,4,0.001192550640553236,1.0,50
4,5,0.0014888382283970714,1.0,50
4,6,0.0006162833888083696,1.0,50
4,7,0.0009051132365129888,1.0,50
4,8,0.0009620189666748047,1.0,50
4,9,0.0015202808426693082,1.0,50
4,10,0.000882215506862849,1.0,50
4,11,0.00168072700034827,1.0,50
4,12,0.0007570266607217491,1.0,50
4,13,0.00047460556379519403,1.0,50
4,14,0.0007793998811393976,1.0,50
4,15,0.0010990714654326439,1.0,50
4,16,0.0009084987686946988,1.0,50
4,17,0.0011045550927519798,1.0,50
4,18,0.0013308525085449219,1.0,50
4,19,0.0008821678347885609,1.0,50
4,20,0.0007813930278643966,1.0,50
4,21,0.0011829811846837401,1.0,46
5,0,0.0008192348759621382,1.0,50
5,1,0.0007681274437345564,1.0,50
5,2,0.000961036654189229,1.0,50
5,3,0.0007273483206517994,1.0,50
5,4,0.000727157574146986,1.0,50
5,5,0.0006230926373973489,1.0,50
5,6,0.00047578811063431203,1.0,50
5,7,0.0009860325371846557,1.0,50
5,8,0.0008682060288265347,1.0,50
5,9,0.001160306972451508,1.0,50
5,10,0.0009014034294523299,1.0,50
5,11,0.0017882442334666848,1.0,50
5,12,0.005151505582034588,1.0,50
5,13,0.0010021019261330366,1.0,50
5,14,0.00041743277688510716,1.0,50
5,15,0.0010481738718226552,1.0,50
5,16,0.0007008457323536277,1.0,50
5,17,0.0005982875591143966,1.0,50
5,18,0.0009363078861497343,1.0,50
5,19,0.00039305686368606985,1.0,50
5,20,0.0009091377141885459,1.0,50
5,21,0.0010305695468559861,1.0,46
6,0,0.0008247470832429826,1.0,50
6,1,0.0006043434259481728,1.0,50
6,2,0.0010771369561553001,1.0,50
6,3,0.0006122684571892023,1.0,50
6,4,0.0006381416460499167,1.0,50
6,5,0.0005899143288843334,1.0,50
6,6,0.0005348777631297708,1.0,50
6,7,0.0010213947389274836,1.0,50
6,8,0.0005971908685751259,1.0,50
6,9,0.0004010391130577773,1.0,50
6,10,0.0009786796290427446,1.0,50
6,11,0.0005053234053775668,1.0,50
6,12,0.0008867168216966093,1.0,50
6,13,0.0007664394215680659,1.0,50
6,14,0.000501337053719908,1.0,50
6,15,0.000706472375895828,1.0,50
6,16,0.000695028284098953,1.0,50
6,17,0.0012894916580989957,1.0,50
6,18,0.0005422973772510886,1.0,50
6,19,0.0006272792816162109,1.0,50
6,20,0.002688984852284193,1.0,50
6,21,0.0003569644468370825,1.0,46
7,0,0.0014445114647969604,1.0,50
7,1,0.0004771232488565147,1.0,50
7,2,0.0006906699854880571,1.0,50
7,3,0.0006169796106405556,1.0,50
7,4,0.0004901313805021346,1.0,50
7,5,0.0010064220987260342,1.0,50
7,6,0.0004898357437923551,1.0,50
7,7,0.0005797672201879323,1.0,50
7,8,0.0006047534989193082,1.0,50
7,9,0.0006925678462721407,1.0,50
7,10,0.0006974029820412397,1.0,50
7,11,0.0005335426540113986,1.0,50
7,12,0.0003023719764314592,1.0,50
7,13,0.000322046282235533,1.0,50
7,14,0.0005781364161521196,1.0,50
7,15,0.0005761528154835105,1.0,50
7,16,0.0015387344174087048,1.0,50
7,17,0.0004604816494975239,1.0,50
7,18,0.0010952567681670189,1.0,50
7,19,0.0005469226744025946,1.0,50
7,20,0.0008343314984813333,1.0,50
7,21,0.0015510683879256248,1.0,46
8,0,0.000420637137722224,1.0,50
8,1,0.0006396007374860346,1.0,50
8,2,0.0005060482071712613,1.0,50
8,3,0.00040060043102130294,1.0,50
8,4,0.0007364177727140486,1.0,50
8,5,0.00043994904262945056,1.0,50
8,6,0.00045681954361498356,1.0,50
8,7,0.0007570362067781389,1.0,50
8,8,0.00029649733914993703,1.0,50
8,9,0.0005665397620759904,1.0,50
8,10,0.000396299350541085,1.0,50
8,11,0.00028285026201047003,1.0,50
8,12,0.0008457374642603099,1.0,50
8,13,0.0005806827684864402,1.0,50
8,14,0.0004647636378649622,1.0,50
8,15,0.0006751155597157776,1.0,50
8,16,0.00032236098195426166,1.0,50
8,17,0.0009056568378582597,1.0,50
8,18,0.0009350204491056502,1.0,50
8,19,0.0007617187220603228,1.0,50
8,20,0.0005623149918392301,1.0,50
8,21,0.00045754597522318363,1.0,46
9,0,0.00040752411587163806,1.0,50
9,1,0.0006391429924406111,1.0,50
9,2,0.000596704485360533,1.0,50
9,3,0.00023967743618413806,1.0,50
9,4,0.00036542891757562757,1.0,50
9,5,0.0005201816675253212,1.0,50
9,6,0.0005281352787278593,1.0,50
9,7,0.0005282497149892151,1.0,50
9,8,0.0003941345203202218,1.0,50
9,9,0.00036284446832723916,1.0,50
9,10,0.00028676033252850175,1.0,50
9,11,0.00038483619573526084,1.0,50
9,12,0.0003104686620645225,1.0,50
9,13,0.00031761170248501003,1.0,50
9,14,0.0005340767093002796,1.0,50
9,15,0.0003083801129832864,1.0,50
9,16,0.00043375015957280993,1.0,50
9,17,0.0003810596535913646,1.0,50
9,18,0.0004502105584833771,1.0,50
9,19,0.0004930209834128618,1.0,50
9,20,0.000580425257794559,1.0,50
9,21,0.0006598804029636085,1.0,46
